from_id,to_id,from_fraction
AL,01001,0.0114268944594
AL,01003,0.0383532545194
AL,01005,0.00574986927834
AL,01007,0.00476605532049
AL,01009,0.0120289048727
AL,01011,0.00225628311738
AL,01013,0.00433924752047
AL,01015,0.0246652625339
AL,01017,0.00716467747857
AL,01019,0.00542500135013
AL,01021,0.00912874691826
AL,01023,0.00289659947845
AL,01025,0.00539381235444
AL,01027,0.00289450625727
AL,01029,0.0031199461791
AL,01031,0.0104589889825
AL,01033,0.0113977986849
AL,01035,0.0027605401013
AL,01037,0.00236638655181
AL,01039,0.00791300405289
AL,01041,0.00292443932024
AL,01043,0.0168301263092
AL,01045,0.0104931084879
AL,01047,0.00912058335563
AL,01049,0.014851194999
AL,01051,0.0166055236758
AL,01053,0.00797977780876
AL,01055,0.0218358554555
AL,01057,0.00360431756175
AL,01059,0.00662797556625
AL,01061,0.00560334379525
AL,01063,0.00189792365018
AL,01065,0.00329682336939
AL,01067,0.0036160396004
AL,01069,0.0212376128403
AL,01071,0.0111524731618
AL,01073,0.137831079562
AL,01075,0.00303789190857
AL,01077,0.0193681569983
AL,01079,0.00714793170908
AL,01081,0.0295014407641
AL,01083,0.0174392536745
AL,01085,0.00236617722969
AL,01087,0.00444055942592
AL,01089,0.0700519495634
AL,01091,0.00437671617972
AL,01093,0.00641383903883
AL,01095,0.0194816095866
AL,01097,0.0863028815702
AL,01099,0.00481294347507
AL,01101,0.048013470297
AL,01103,0.0249784084235
AL,01105,0.00220311529923
AL,01107,0.00411234234381
AL,01109,0.00685529938715
AL,01111,0.00478154515727
AL,01113,0.011290416438
AL,01115,0.0174846765743
AL,01117,0.040867422487
AL,01119,0.00286122404039
AL,01121,0.0172050222237
AL,01123,0.00869398487773
AL,01125,0.0406616588443
AL,01127,0.0140279311062
AL,01129,0.00364367012006
AL,01131,0.0024503247214
AL,01133,0.00511415800387
AK,02013,0.00437889076538
AK,02016,0.00774391504333
AK,02020,0.409863613161
AK,02050,0.0241640523161
AK,02060,0.00130635501639
AK,02068,0.00269567552898
AK,02070,0.00687207423584
AK,02090,0.137136340434
AK,02100,0.00351548712699
AK,02105,0.00302753751376
AK,02110,0.0444863802998
AK,02122,0.078007253153
AK,02130,0.019018785357
AK,02150,0.0192789314044
AK,02164,0.00218100821358
AK,02170,0.125599917878
AK,02180,0.0134713466706
AK,02185,0.0131015174249
AK,02188,0.0106884870609
AK,02195,0.00537447671974
AK,02198,0.00787890974901
AK,02220,0.0125277899257
AK,02230,0.00147650459334
AK,02240,0.00989820555475
AK,02261,0.0135191572955
AK,02270,0.0106252082926
AK,02275,0.00332986940668
AK,02282,0.000905589483912
AK,02290,0.00792672037394
AZ,04001,0.0111711487434
AZ,04003,0.0204521025572
AZ,04005,0.0209033596897
AZ,04007,0.00833507643684
AZ,04009,0.00578928740837
AZ,04011,0.00134020092719
AZ,04012,0.0031914002526
AZ,04013,0.599256213443
AZ,04015,0.0313861580267
AZ,04017,0.0167548513261
AZ,04019,0.15302623827
AZ,04021,0.057459866894
AZ,04023,0.00734006459856
AZ,04025,0.0329559650718
AZ,04027,0.0306380663546
AR,05001,0.00652488777152
AR,05003,0.00747881271662
AR,05005,0.0141912622944
AR,05007,0.0761315771788
AR,05009,0.0126979685719
AR,05011,0.00394668444218
AR,05013,0.00184235755932
AR,05015,0.00936814645045
AR,05017,0.00403206449657
AR,05019,0.0079036556379
AR,05021,0.00547975361168
AR,05023,0.00886340974334
AR,05025,0.00297801515033
AR,05027,0.00845022514275
AR,05029,0.00727033451151
AR,05031,0.0331607216089
AR,05033,0.0211461363639
AR,05035,0.0173564963592
AR,05037,0.0061346769205
AR,05039,0.00278496707553
AR,05041,0.00443084764221
AR,05043,0.00638293057264
AR,05045,0.0389970826767
AR,05047,0.00620977022136
AR,05049,0.00421791184389
AR,05051,0.0330029913879
AR,05053,0.0061213041409
AR,05055,0.0144782627182
AR,05057,0.00773152396196
AR,05059,0.0113192007055
AR,05061,0.00472847771135
AR,05063,0.0125402383509
AR,05065,0.00466812875724
AR,05067,0.00613261956979
AR,05069,0.0263464331711
AR,05071,0.00876225666684
AR,05073,0.00261214961603
AR,05075,0.00593682836072
AR,05077,0.00357636131467
AR,05079,0.00485774791419
AR,05081,0.00448090984278
AR,05083,0.00766431717216
AR,05085,0.0234105937103
AR,05087,0.00537448583377
AR,05089,0.00573040750631
AR,05091,0.0148983051545
AR,05093,0.0159060641098
AR,05095,0.00279285358658
AR,05097,0.003241356041
AR,05099,0.00308705473787
AR,05101,0.00284120132823
AR,05103,0.00887883987365
AR,05105,0.00357053215433
AR,05107,0.00742223557214
AR,05109,0.00386130438778
AR,05111,0.00840290607645
AR,05113,0.00704128279931
AR,05115,0.0212088855606
AR,05117,0.00296909996393
AR,05119,0.13139098853
AR,05121,0.00616930899076
AR,05123,0.00963148734112
AR,05125,0.0368601810743
AR,05127,0.00383010123537
AR,05129,0.00279319647836
AR,05131,0.0431340720594
AR,05133,0.00582161672105
AR,05135,0.00592448425647
AR,05137,0.00427928947336
AR,05139,0.0142622408938
AR,05141,0.00590562520831
AR,05143,0.0699694689155
AR,05145,0.0264050676663
AR,05147,0.00249008014067
AR,05149,0.00755493469283
CA,06001,0.0405929869974
CA,06003,3.20695999804e-05
CA,06005,0.00101175971066
CA,06007,0.00589686802446
CA,06009,0.00121920742382
CA,06011,0.000571439012516
CA,06013,0.0281860705518
CA,06015,0.000763454737711
CA,06017,0.00483431135343
CA,06019,0.024930081842
CA,06021,0.000752255829782
CA,06023,0.00359857348418
CA,06025,0.00464800224878
CA,06027,0.000494948863857
CA,06029,0.0224822899184
CA,06031,0.00407184790661
CA,06033,0.00172431032142
CA,06035,0.000927741109541
CA,06037,0.263630437324
CA,06039,0.00403522372685
CA,06041,0.00677182959184
CA,06043,0.000487420411398
CA,06045,0.00234633196114
CA,06047,0.00686932439078
CA,06049,0.000255726258824
