elec_plug_loads,elec_heat_cool,elec_major_appnc,elec_other,elec_refrigeration,elec_light,ng_major_appnc,ng_heat_cool,ng_other,fuel_oil_heat_cool,fuel_oil_major_appnc,fuel_oil_other,lpg_major_appnc,lpg_heat_cool,lpg_other,other_heat_cool,other_major_appnc,sector
0.005405277,0.006173931,0.00633624,0.017521858,0.002321196,-0.009112822,0.005449764,-0.005133539,-0.001839528,-0.019251023,-0.023267807,-0.003641444,-0.016503042,-0.012047049,0.019706781,-0.010196502,0.016456967,residential
